Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FGP;ThreeP;ThreePA;ThreePP;TwoP;TwoPA;TwoPP;eFGP;FT;FTA;FTP;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;NOM;APE;IMG;IMGT;;
197;Tobias Harris;SF;30;PHI;74;74;32.9;5.7;11.4;.501;1.7;4.4;.389;4;7;.570;.575;1.5;1.7;.876;0.9;4.8;5.7;2.5;0.9;0.5;1.2;2;14.7;to;harri;https://www.basketball-reference.com/req/202106291/images/headshots/harrito01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/PHI-2023.png;;
284;A.J. Lawson;SG;22;TOT;15;0;7.2;1.5;2.9;.500;0.7;1.7;.400;0.8;1.3;.632;.614;0.1;0.5;.250;0.4;1;1.4;0.1;0.1;0;0.2;0.7;3.7;a.;lawso;https://www.basketball-reference.com/req/202106291/images/headshots/lawsoa.01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
242;Alize Johnson;PF;26;SAS;4;0;7.5;0.8;1.5;.500;0;0.5;.000;0.8;1;.750;.500;0.3;0.5;.500;0.5;2;2.5;0.3;0.3;0;1;0.8;1.8;al;johns;https://www.basketball-reference.com/req/202106291/images/headshots/johnsal01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/SAS-2023.png;;
341;Chima Moneke;SF;27;SAC;2;0;4;0.5;1;.500;0;0;;0.5;1;.500;.500;0;1;.000;1;0;1;0.5;0;0;1;1;1;ch;monek;https://www.basketball-reference.com/req/202106291/images/headshots/monekch01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/SAC-2023.png;;
175;Danny Green;SG;35;CLE;8;0;11.9;2.4;4.8;.500;1.6;3.6;.448;0.8;1.1;.667;.671;0.1;0.1;1.000;0.3;1;1.3;0.5;0.6;0.4;0.9;1.3;6.5;da;green;https://www.basketball-reference.com/req/202106291/images/headshots/greenda01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CLE-2023.png;;
252;Derrick Jones Jr.;PF;25;CHI;64;0;14;1.8;3.6;.500;0.4;1.3;.338;1.4;2.3;.587;.559;1;1.3;.738;0.9;1.5;2.4;0.5;0.5;0.6;0.4;1.3;5;de;jones;https://www.basketball-reference.com/req/202106291/images/headshots/jonesde01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHI-2023.png;;
432;Jordan Schakel;SF;24;WAS;2;0;3;0.5;1;.500;0.5;0.5;1.000;0;0.5;.000;.750;0;0;;0;0;0;0.5;0.5;0;0;0.5;1.5;jo;schak;https://www.basketball-reference.com/req/202106291/images/headshots/schakjo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/WAS-2023.png;;
336;Josh Minott;SF;20;MIN;15;0;6.4;1.2;2.4;.500;0.1;0.4;.333;1.1;2;.533;.528;0.5;0.5;1.000;0.3;1.3;1.7;0.3;0.3;0.4;0.2;0.7;3.1;jo;minot;https://www.basketball-reference.com/req/202106291/images/headshots/minotjo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIN-2023.png;;
477;Juan Toscano-Anderson;SF;29;LAL;30;7;12.2;1.1;2.2;.500;0.1;0.7;.200;1;1.5;.630;.530;0.4;0.5;.733;0.5;1.6;2;0.8;0.3;0.2;0.6;1.5;2.7;ju;tosca;https://www.basketball-reference.com/req/202106291/images/headshots/toscaju01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/LAL-2023.png;;
239;LeBron James;PF;38;LAL;55;54;35.5;11.1;22.2;.500;2.2;6.9;.321;8.9;15.3;.580;.549;4.6;5.9;.768;1.2;7.1;8.3;6.8;0.9;0.6;3.2;1.6;28.9;le;james;https://www.basketball-reference.com/req/202106291/images/headshots/jamesle01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/LAL-2023.png;;
212;Malcolm Hill;SF;27;CHI;5;0;1.8;0.4;0.8;.500;0.2;0.6;.333;0.2;0.2;1.000;.625;0;0;;0;0.6;0.6;0;0;0;0;0.2;1;ma;hill;https://www.basketball-reference.com/req/202106291/images/headshots/hillma01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHI-2023.png;;
492;Moritz Wagner;C;25;ORL;57;18;19.5;3.5;6.9;.500;0.9;2.9;.313;2.6;4.1;.631;.564;2.7;3.2;.841;1.2;3.3;4.5;1.5;0.6;0.2;1.2;2.4;10.5;mo;wagne;https://www.basketball-reference.com/req/202106291/images/headshots/wagnemo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/ORL-2023.png;;
431;Olivier Sarr;C;23;OKC;9;1;12.7;1.7;3.3;.500;0.1;0.9;.125;1.6;2.4;.636;.517;0.6;0.8;.714;1.3;2.1;3.4;0.4;0.1;0.6;0.4;1.9;4;ol;sarr;https://www.basketball-reference.com/req/202106291/images/headshots/sarrol01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/OKC-2023.png;;
391;Otto Porter Jr.;SF;29;TOR;8;2;18.3;1.9;3.8;.500;0.8;2.1;.353;1.1;1.6;.692;.600;1;1;1.000;0.8;1.6;2.4;1;1.4;0;0.5;0.9;5.5;ot;porte;https://www.basketball-reference.com/req/202106291/images/headshots/porteot01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOR-2023.png;;
173;RaiQuan Gray;PF;23;BRK;1;0;35;6;12;.500;2;5;.400;4;7;.571;.583;2;2;1.000;3;6;9;7;0;1;4;5;16;ra;gray;https://www.basketball-reference.com/req/202106291/images/headshots/grayra01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/BRK-2023.png;;
192;Ron Harper Jr.;PF;22;TOR;9;0;5.3;0.9;1.8;.500;0.3;1;.333;0.6;0.8;.714;.594;0.1;0.1;1.000;0.3;0.4;0.8;0.4;0;0.1;0;0.3;2.2;ro;harpe;https://www.basketball-reference.com/req/202106291/images/headshots/harpero01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOR-2023.png;;
317;Skylar Mays;PG;25;POR;6;6;31.5;5.7;11.3;.500;2;4.3;.462;3.7;7;.524;.588;2;2.2;.923;0.3;2.8;3.2;8.3;1;0.2;1.7;1.8;15.3;sk;mays;https://www.basketball-reference.com/req/202106291/images/headshots/mayssk01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/POR-2023.png;;
355;Svi Mykhailiuk;SF;25;NYK;13;0;3.1;0.5;0.9;.500;0.5;0.8;.600;0;0.2;.000;.750;0.2;0.4;.600;0;0.5;0.5;0.1;0.1;0;0.2;0.1;1.6;sv;mykha;https://www.basketball-reference.com/req/202106291/images/headshots/mykhasv01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/NYK-2023.png;;
54;Tony Bradley;C;25;CHI;12;0;2.8;0.5;1;.500;0.3;0.4;.600;0.3;0.6;.429;.625;0.3;0.3;1.000;0.1;0.8;0.9;0.1;0.1;0.1;0.1;0.2;1.6;to;bradl;https://www.basketball-reference.com/req/202106291/images/headshots/bradlto01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHI-2023.png;;
455;Xavier Sneed;SF;25;CHO;4;0;12;1.3;2.5;.500;0.8;1.5;.500;0.5;1;.500;.650;1;1;1.000;0;1.3;1.3;1.3;0;0.3;0.8;1.8;4.3;xa;sneed;https://www.basketball-reference.com/req/202106291/images/headshots/sneedxa01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHO-2023.png;;
376;Kelly Olynyk;C;31;UTA;68;68;28.6;4.1;8.2;.499;1.4;3.5;.394;2.7;4.7;.576;.583;2.9;3.4;.853;1.2;5;6.2;3.7;0.9;0.5;2.5;3.4;12.5;ke;olyny;https://www.basketball-reference.com/req/202106291/images/headshots/olynyke01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/UTA-2023.png;;
307;Lauri Markkanen;PF;25;UTA;66;66;34.4;8.7;17.3;.499;3;7.7;.391;5.6;9.6;.585;.586;5.3;6;.875;2;6.7;8.6;1.9;0.6;0.6;1.9;2.1;25.6;la;markk;https://www.basketball-reference.com/req/202106291/images/headshots/markkla01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/UTA-2023.png;;
393;Kristaps Porziņģis;C;27;WAS;65;65;32.6;7.8;15.7;.498;2.1;5.5;.385;5.7;10.2;.559;.565;5.4;6.4;.851;1.8;6.6;8.4;2.7;0.9;1.5;2.1;3;23.2;kr;porzi;https://www.basketball-reference.com/req/202106291/images/headshots/porzikr01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/WAS-2023.png;;
268;Corey Kispert;SF;23;WAS;74;45;28.3;3.9;7.9;.497;2.2;5.2;.424;1.7;2.7;.637;.637;1;1.2;.852;0.4;2.4;2.8;1.2;0.4;0.1;0.7;1.3;11.1;co;kispe;https://www.basketball-reference.com/req/202106291/images/headshots/kispeco01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/WAS-2023.png;;
392;Bobby Portis;PF;27;MIL;70;22;26;5.7;11.5;.496;1.4;3.7;.370;4.3;7.8;.555;.555;1.4;1.8;.768;2.2;7.4;9.6;1.5;0.4;0.2;1.2;1.6;14.1;bo;porti;https://www.basketball-reference.com/req/202106291/images/headshots/portibo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIL-2023.png;;
115;Dewayne Dedmon;C;33;MIA;30;0;11.7;2.1;4.3;.496;0.4;1.2;.297;1.8;3.1;.576;.539;1.1;1.5;.727;0.9;2.7;3.6;0.5;0.2;0.5;0.6;2;5.7;de;dedmo;https://www.basketball-reference.com/req/202106291/images/headshots/dedmode01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIA-2023.png;;
125;Luka Dončić;PG;23;DAL;66;66;36.2;10.9;22;.496;2.8;8.2;.342;8.1;13.8;.588;.560;7.8;10.5;.742;0.8;7.8;8.6;8;1.4;0.5;3.6;2.5;32.4;lu;donči;https://www.basketball-reference.com/req/202106291/images/headshots/dončilu01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DAL-2023.png;;
57;Christian Braun;SG;21;DEN;76;6;15.5;1.9;3.8;.495;0.4;1.3;.354;1.4;2.5;.565;.554;0.5;0.8;.625;0.6;1.8;2.4;0.8;0.5;0.2;0.5;1.3;4.7;ch;braun;https://www.basketball-reference.com/req/202106291/images/headshots/braunch01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DEN-2023.png;;
478;Karl-Anthony Towns;PF;27;MIN;29;29;33;7.3;14.8;.495;2.1;5.7;.366;5.2;9.1;.576;.565;4.1;4.7;.874;1.7;6.5;8.1;4.8;0.7;0.6;3;3.8;20.8;ka;towns;https://www.basketball-reference.com/req/202106291/images/headshots/townska01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIN-2023.png;;
22;Mo Bamba;C;24;ORL;40;6;17;2.7;5.4;.495;1.1;2.7;.398;1.6;2.7;.594;.596;0.9;1.3;.686;1.2;3.4;4.6;1.1;0.3;1;0.6;2.2;7.3;mo;bamba;https://www.basketball-reference.com/req/202106291/images/headshots/bambamo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/ORL-2023.png;;
49;Devin Booker;SG;26;PHO;53;53;34.6;9.9;20.1;.494;2.1;6;.351;7.8;14.2;.554;.546;5.8;6.8;.855;0.9;3.7;4.5;5.5;1;0.3;2.7;3;27.8;de;booke;https://www.basketball-reference.com/req/202106291/images/headshots/bookede01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/PHO-2023.png;;
373;Isaac Okoro;SF;22;CLE;76;46;21.7;2.3;4.7;.494;0.8;2.3;.363;1.5;2.4;.617;.582;1;1.4;.757;0.7;1.8;2.5;1.1;0.7;0.4;0.6;2.1;6.4;is;okoro;https://www.basketball-reference.com/req/202106291/images/headshots/okorois01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CLE-2023.png;;
230;Kyrie Irving;PG-SG;30;TOT;60;60;37.4;9.9;20.1;.494;3.1;8.3;.379;6.8;11.8;.574;.572;4.1;4.6;.905;1;4.1;5.1;5.5;1.1;0.8;2.1;2.8;27.1;ky;irvin;https://www.basketball-reference.com/req/202106291/images/headshots/irvinky01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
128;Ayo Dosunmu;SG;23;CHI;80;51;26.2;3.5;7.1;.493;0.7;2.4;.312;2.8;4.8;.583;.545;0.8;1;.805;0.6;2.2;2.8;2.6;0.8;0.3;1.2;2.3;8.6;ay;dosun;https://www.basketball-reference.com/req/202106291/images/headshots/dosunay01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHI-2023.png;;
51;Chris Boucher;PF;30;TOR;76;0;20;3.4;7;.493;0.8;2.5;.328;2.6;4.5;.585;.552;1.7;2.2;.762;2.1;3.5;5.5;0.4;0.6;0.8;0.5;1.9;9.4;ch;bouch;https://www.basketball-reference.com/req/202106291/images/headshots/bouchch01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOR-2023.png;;
108;Stephen Curry;PG;34;GSW;56;56;34.7;10;20.2;.493;4.9;11.4;.427;5.1;8.8;.579;.614;4.6;5;.915;0.7;5.4;6.1;6.3;0.9;0.4;3.2;2.1;29.4;st;curry;https://www.basketball-reference.com/req/202106291/images/headshots/curryst01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/GSW-2023.png;;
262;Frank Kaminsky;C;29;TOT;36;0;6.5;0.9;1.8;.492;0.4;0.9;.394;0.5;0.8;.600;.595;0.4;0.4;.875;0.2;1.3;1.4;0.9;0.2;0.1;0.3;0.6;2.5;fr;kamin;https://www.basketball-reference.com/req/202106291/images/headshots/kaminfr01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
264;Luke Kennard;SG;26;TOT;59;14;22.3;3.2;6.5;.492;2.3;4.6;.494;0.9;1.9;.487;.666;0.6;0.7;.949;0.3;2.4;2.7;1.5;0.5;0.1;0.8;1.4;9.3;lu;kenna;https://www.basketball-reference.com/req/202106291/images/headshots/kennalu01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
505;Peyton Watson;SG;20;DEN;23;2;8.1;1.3;2.6;.492;0.3;0.6;.429;1;2;.511;.542;0.5;0.9;.550;0.3;1.3;1.6;0.5;0.1;0.5;0.3;0.6;3.3;pe;watso;https://www.basketball-reference.com/req/202106291/images/headshots/watsope01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DEN-2023.png;;
69;Jalen Brunson;PG;26;NYK;68;68;35;8.6;17.6;.491;2;4.7;.416;6.7;12.8;.519;.547;4.8;5.8;.829;0.6;3;3.5;6.2;0.9;0.2;2.1;2.2;24;ja;bruns;https://www.basketball-reference.com/req/202106291/images/headshots/brunsja01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/NYK-2023.png;;
244;Jalen Johnson;SF;21;ATL;70;6;14.9;2.3;4.6;.491;0.4;1.5;.288;1.8;3.1;.587;.537;0.7;1.1;.628;0.7;3.3;4;1.2;0.5;0.5;0.6;1.6;5.6;ja;johns;https://www.basketball-reference.com/req/202106291/images/headshots/johnsja01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/ATL-2023.png;;
64;Jaylen Brown;SF;26;BOS;67;67;35.9;10.1;20.6;.491;2.4;7.3;.335;7.7;13.4;.576;.550;3.9;5.1;.765;1.2;5.7;6.9;3.5;1.1;0.4;2.9;2.6;26.6;ja;brown;https://www.basketball-reference.com/req/202106291/images/headshots/brownja01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/BOS-2023.png;;
502;Yuta Watanabe;SF;28;BRK;58;1;16;2;4;.491;1;2.3;.444;0.9;1.7;.557;.621;0.6;0.8;.723;0.5;1.9;2.4;0.8;0.4;0.3;0.4;1.4;5.6;yu;watan;https://www.basketball-reference.com/req/202106291/images/headshots/watanyu01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/BRK-2023.png;;
186;Tyrese Haliburton;PG;22;IND;56;56;33.6;7.4;15;.490;2.9;7.2;.400;4.5;7.8;.572;.586;3.1;3.6;.871;0.6;3.1;3.7;10.4;1.6;0.4;2.5;1.2;20.7;ty;halib;https://www.basketball-reference.com/req/202106291/images/headshots/halibty01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/IND-2023.png;;
507;Russell Westbrook;PG;34;LAC;21;21;30.2;6.1;12.5;.489;1.2;3.5;.356;4.9;9;.540;.538;2.4;3.6;.658;1.4;3.4;4.9;7.6;1.1;0.5;3.4;2;15.8;ru;westb;https://www.basketball-reference.com/req/202106291/images/headshots/westbru01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/LAC-2023.png;;
498;T.J. Warren;PF-SF;29;TOT;42;0;16.4;3.1;6.4;.489;0.5;1.6;.328;2.6;4.8;.542;.530;0.7;0.8;.800;0.6;2.3;2.9;1;0.5;0.3;0.5;1.5;7.5;t.;warre;https://www.basketball-reference.com/req/202106291/images/headshots/warret.01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
284;A.J. Lawson;SG;22;DAL;14;0;7.6;1.5;3.1;.488;0.7;1.8;.400;0.8;1.3;.611;.605;0.1;0.6;.250;0.4;1;1.4;0.1;0.1;0;0.2;0.7;3.9;a.;lawso;https://www.basketball-reference.com/req/202106291/images/headshots/lawsoa.01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DAL-2023.png;;
46;Bojan Bogdanović;PF;33;DET;59;59;32.1;7.3;14.9;.488;2.5;6;.411;4.8;9;.539;.570;4.5;5.1;.884;0.6;3.2;3.8;2.6;0.6;0.1;2.3;1.9;21.6;bo;bogda;https://www.basketball-reference.com/req/202106291/images/headshots/bogdabo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DET-2023.png;;
323;Jalen McDaniels;SF;25;PHI;24;3;17.5;2.5;5.1;.488;0.5;1.3;.400;2;3.9;.516;.537;1.2;1.4;.824;0.8;2.4;3.2;0.8;0.7;0.2;0.5;2.1;6.7;ja;mcdan;https://www.basketball-reference.com/req/202106291/images/headshots/mcdanja01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/PHI-2023.png;;
180;Jeff Green;PF;36;DEN;56;4;19.5;2.9;5.9;.488;0.5;1.9;.288;2.3;4;.580;.534;1.6;2.1;.744;0.7;1.9;2.6;1.2;0.3;0.3;0.8;1.8;7.8;je;green;https://www.basketball-reference.com/req/202106291/images/headshots/greenje01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DEN-2023.png;;
6;Nickeil Alexander-Walker;SG;24;UTA;36;3;14.7;2.3;4.7;.488;1;2.4;.402;1.3;2.3;.578;.591;0.8;1.1;.692;0.2;1.4;1.6;2.1;0.7;0.4;1.3;1.6;6.3;ni;alexa;https://www.basketball-reference.com/req/202106291/images/headshots/alexani01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/UTA-2023.png;;
185;Rui Hachimura;PF;24;WAS;30;0;24.3;5.3;10.8;.488;1;3;.337;4.3;7.8;.545;.534;1.5;1.9;.759;0.6;3.6;4.3;1.2;0.4;0.4;1.2;1.3;13;ru;hachi;https://www.basketball-reference.com/req/202106291/images/headshots/hachiru01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/WAS-2023.png;;
240;Ty Jerome;SG;25;GSW;45;2;18.1;2.6;5.4;.488;0.8;2;.389;1.8;3.4;.546;.560;0.8;0.9;.927;0.2;1.6;1.7;3;0.5;0.1;0.7;1.4;6.9;ty;jerom;https://www.basketball-reference.com/req/202106291/images/headshots/jeromty01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/GSW-2023.png;;
390;Michael Porter Jr.;SF;24;DEN;62;62;29;6.4;13.2;.487;3;7.3;.414;3.4;5.9;.579;.602;1.5;1.9;.800;1;4.5;5.5;1;0.6;0.5;1.1;1.9;17.4;mi;porte;https://www.basketball-reference.com/req/202106291/images/headshots/portemi01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DEN-2023.png;;
457;Jaden Springer;SG;20;PHI;16;2;5.6;1.1;2.2;.486;0.1;0.3;.400;0.9;1.9;.500;.514;0.4;0.5;.750;0.4;0.5;0.9;0.5;0.4;0.2;0.2;0.9;2.6;ja;sprin;https://www.basketball-reference.com/req/202106291/images/headshots/sprinja01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/PHI-2023.png;;
230;Kyrie Irving;PG;30;BRK;40;40;37;10;20.5;.486;3.3;8.7;.374;6.7;11.8;.569;.565;4;4.5;.883;1;4.2;5.1;5.3;1;0.8;2.3;2.7;27.1;ky;irvin;https://www.basketball-reference.com/req/202106291/images/headshots/irvinky01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/BRK-2023.png;;
514;Lindell Wigginton;PG;24;MIL;7;1;12.4;2.6;5.3;.486;0.9;2.6;.333;1.7;2.7;.632;.568;1.1;1.3;.889;0;1;1;2;0;0.3;1.7;1;7.1;li;wiggi;https://www.basketball-reference.com/req/202106291/images/headshots/wiggili01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIL-2023.png;;
185;Rui Hachimura;PF;24;TOT;63;9;23.3;4.5;9.3;.486;0.8;2.5;.319;3.7;6.7;.550;.530;1.4;1.9;.739;0.8;3.7;4.5;0.9;0.3;0.4;0.8;1.1;11.2;ru;hachi;https://www.basketball-reference.com/req/202106291/images/headshots/hachiru01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
158;Usman Garuba;C;20;HOU;75;1;12.9;1.1;2.4;.486;0.3;0.8;.407;0.8;1.6;.525;.554;0.4;0.6;.617;1.6;2.5;4.1;0.9;0.6;0.4;0.6;1.8;3;us;garub;https://www.basketball-reference.com/req/202106291/images/headshots/garubus01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/HOU-2023.png;;
183;Blake Griffin;C;33;BOS;41;16;13.9;1.5;3.2;.485;0.6;1.6;.348;1;1.6;.625;.573;0.5;0.8;.656;1.1;2.6;3.8;1.5;0.3;0.2;0.5;1.8;4.1;bl;griff;https://www.basketball-reference.com/req/202106291/images/headshots/griffbl01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/BOS-2023.png;;
491;Franz Wagner;SF;21;ORL;80;80;32.6;6.8;14;.485;1.6;4.5;.361;5.2;9.5;.544;.543;3.4;4;.842;0.9;3.2;4.1;3.5;1;0.2;2.1;2.3;18.6;fr;wagne;https://www.basketball-reference.com/req/202106291/images/headshots/wagnefr01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/ORL-2023.png;;
222;Kevin Huerter;SG;24;SAC;75;75;29.4;5.6;11.5;.485;2.7;6.8;.402;2.9;4.7;.604;.603;1.3;1.7;.725;0.6;2.8;3.3;2.9;1.1;0.3;1.3;2.4;15.2;ke;huert;https://www.basketball-reference.com/req/202106291/images/headshots/huertke01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/SAC-2023.png;;
22;Mo Bamba;C;24;TOT;49;7;15.7;2.4;4.9;.485;1;2.5;.387;1.4;2.4;.590;.585;0.8;1.3;.661;1.2;3.4;4.6;0.9;0.3;0.9;0.6;2.1;6.6;mo;bamba;https://www.basketball-reference.com/req/202106291/images/headshots/bambamo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
1;Precious Achiuwa;C;23;TOR;55;12;20.7;3.6;7.3;.485;0.5;2;.269;3;5.4;.564;.521;1.6;2.3;.702;1.8;4.1;6;0.9;0.6;0.5;1.1;1.9;9.2;pr;achiu;https://www.basketball-reference.com/req/202106291/images/headshots/achiupr01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOR-2023.png;;
185;Rui Hachimura;PF;24;LAL;33;9;22.4;3.8;7.9;.485;0.6;2.2;.296;3.2;5.7;.556;.525;1.3;1.8;.721;1;3.7;4.7;0.7;0.2;0.4;0.5;1;9.6;ru;hachi;https://www.basketball-reference.com/req/202106291/images/headshots/hachiru01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/LAL-2023.png;;
70;Thomas Bryant;C;25;DEN;18;1;11.4;1.8;3.8;.485;0.2;0.5;.444;1.6;3.3;.492;.515;0.7;1;.722;1.1;2.3;3.3;0.1;0.1;0.4;0.6;1.4;4.6;th;bryan;https://www.basketball-reference.com/req/202106291/images/headshots/bryanth01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DEN-2023.png;;
283;Zach LaVine;SG;27;CHI;77;77;35.9;8.7;18;.485;2.6;7.1;.375;6.1;11;.556;.558;4.7;5.6;.848;0.5;3.9;4.5;4.2;0.9;0.2;2.5;2.1;24.8;za;lavin;https://www.basketball-reference.com/req/202106291/images/headshots/lavinza01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHI-2023.png;;
229;Brandon Ingram;SF;25;NOP;45;45;34.2;9;18.6;.484;1.4;3.6;.390;7.6;14.9;.507;.522;5.3;6;.882;0.5;5;5.5;5.8;0.7;0.4;3.3;2.6;24.7;br;ingra;https://www.basketball-reference.com/req/202106291/images/headshots/ingrabr01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/NOP-2023.png;;
426;D'Angelo Russell;PG;26;LAL;17;17;30.9;6.3;13;.484;2.7;6.5;.414;3.6;6.5;.555;.588;2.1;2.9;.735;0.4;2.5;2.9;6.1;0.6;0.5;2.3;1.4;17.4;d';russe;https://www.basketball-reference.com/req/202106291/images/headshots/russed'01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/LAL-2023.png;;
338;Donovan Mitchell;SG;26;CLE;68;68;35.8;10;20.6;.484;3.6;9.3;.386;6.4;11.3;.566;.572;4.7;5.4;.867;0.9;3.3;4.3;4.4;1.5;0.4;2.6;2.5;28.3;do;mitch;https://www.basketball-reference.com/req/202106291/images/headshots/mitchdo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CLE-2023.png;;
60;Malcolm Brogdon;PG;30;BOS;67;0;26;5.3;10.9;.484;2;4.4;.444;3.3;6.5;.510;.574;2.4;2.7;.870;0.6;3.6;4.2;3.7;0.7;0.3;1.5;1.6;14.9;ma;brogd;https://www.basketball-reference.com/req/202106291/images/headshots/brogdma01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/BOS-2023.png;;
350;Trey Murphy III;SF;22;NOP;79;65;31;4.9;10.1;.484;2.6;6.3;.406;2.3;3.8;.611;.610;2.2;2.4;.905;0.7;2.8;3.6;1.4;1.1;0.5;0.8;2;14.5;tr;murph;https://www.basketball-reference.com/req/202106291/images/headshots/murphtr01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/NOP-2023.png;;
62;Bruce Brown;SF;26;DEN;80;31;28.5;4.5;9.3;.483;1.1;3.2;.358;3.3;6.1;.548;.545;1.5;1.9;.758;0.8;3.3;4.1;3.4;1.1;0.6;1.5;2.4;11.5;br;brown;https://www.basketball-reference.com/req/202106291/images/headshots/brownbr01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DEN-2023.png;;
289;Meyers Leonard;C;30;MIL;9;2;12.7;1.6;3.2;.483;0.8;2;.389;0.8;1.2;.636;.603;0.9;1;.889;1.3;2.4;3.8;0.1;0.2;0;0.7;1.8;4.8;me;leona;https://www.basketball-reference.com/req/202106291/images/headshots/leoname01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIL-2023.png;;
