Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FGP;ThreeP;ThreePA;ThreePP;TwoP;TwoPA;TwoPP;eFGP;FT;FTA;FTP;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;NOM;APE;IMG;IMGT;;
87;Julian Champagnie;SF;21;TOT;17;3;18.8;3.5;7.6;.454;1.9;4.8;.402;1.5;2.8;.542;.581;0.8;1;.824;0.6;2.9;3.5;0.6;0.4;0.3;0.6;1.5;9.7;ju;champ;https://www.basketball-reference.com/req/202106291/images/headshots/champju01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
456;Jeremy Sochan;PF;19;SAS;56;53;26;4.5;9.9;.453;0.6;2.4;.246;3.9;7.5;.519;.483;1.4;2.1;.698;1.7;3.6;5.3;2.5;0.8;0.4;1.7;2.5;11;je;socha;https://www.basketball-reference.com/req/202106291/images/headshots/sochaje01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/SAS-2023.png;;
353;Keegan Murray;SF;22;SAC;80;78;29.8;4.4;9.8;.453;2.6;6.3;.411;1.9;3.5;.527;.584;0.8;1;.765;1.1;3.5;4.6;1.2;0.8;0.5;0.8;2;12.2;ke;murra;https://www.basketball-reference.com/req/202106291/images/headshots/murrake01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/SAC-2023.png;;
303;Sandro Mamukelashvili;C;23;SAS;19;7;23.3;4.1;9.1;.453;1.2;3.5;.343;2.9;5.5;.524;.520;1.4;2.1;.692;2.7;4.1;6.8;2.4;0.5;0.4;1.4;1.7;10.8;sa;mamuk;https://www.basketball-reference.com/req/202106291/images/headshots/mamuksa01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/SAS-2023.png;;
246;Keldon Johnson;SF;23;SAS;63;63;32.7;8;17.7;.452;2.1;6.5;.329;5.9;11.2;.523;.512;3.9;5.2;.749;0.9;4.2;5;2.9;0.7;0.2;2.1;2;22;ke;johns;https://www.basketball-reference.com/req/202106291/images/headshots/johnske01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/SAS-2023.png;;
237;Quenton Jackson;PG;24;WAS;9;0;15;2.1;4.7;.452;0.1;1.3;.083;2;3.3;.600;.464;1.9;2.4;.773;0.2;0.7;0.9;1.7;0.4;0.1;0.4;1.1;6.2;qu;jacks;https://www.basketball-reference.com/req/202106291/images/headshots/jacksqu01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/WAS-2023.png;;
433;Admiral Schofield;PF;25;ORL;37;0;12.2;1.5;3.3;.451;0.6;2;.324;0.8;1.3;.646;.549;0.6;0.6;.913;0.6;1.1;1.7;0.8;0.2;0.1;0.4;1.6;4.2;ad;schof;https://www.basketball-reference.com/req/202106291/images/headshots/schofad01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/ORL-2023.png;;
378;Cedi Osman;SF;27;CLE;77;2;20.1;3.1;6.9;.451;1.5;4.1;.372;1.6;2.8;.564;.560;1;1.4;.694;0.3;2;2.3;1.5;0.5;0.1;0.7;1.6;8.7;ce;osman;https://www.basketball-reference.com/req/202106291/images/headshots/osmance01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CLE-2023.png;;
194;Gary Harris;SG;28;ORL;48;42;24.7;2.9;6.4;.450;2;4.5;.431;0.9;1.9;.494;.603;0.6;0.6;.900;0.4;1.6;2;1.2;0.9;0.3;0.6;1.9;8.3;ga;harri;https://www.basketball-reference.com/req/202106291/images/headshots/harriga01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/ORL-2023.png;;
319;Mac McClung;SG;24;PHI;2;0;20.5;4.5;10;.450;2;5.5;.364;2.5;4.5;.556;.550;1.5;2.5;.600;1.5;3.5;5;4.5;0;0;1.5;1.5;12.5;ma;mcclu;https://www.basketball-reference.com/req/202106291/images/headshots/mccluma01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/PHI-2023.png;;
407;Cam Reddish;SF;23;NYK;20;8;21.9;3.1;6.8;.449;0.9;2.8;.304;2.2;4;.550;.511;1.5;1.7;.879;0.4;1.2;1.6;1;0.8;0.4;0.8;1.6;8.4;ca;reddi;https://www.basketball-reference.com/req/202106291/images/headshots/reddica01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/NYK-2023.png;;
175;Danny Green;SG;35;TOT;11;0;12.5;2;4.5;.449;1.5;3.4;.432;0.5;1.1;.500;.612;0.1;0.1;1.000;0.3;1;1.3;0.5;0.5;0.3;0.9;1.5;5.5;da;green;https://www.basketball-reference.com/req/202106291/images/headshots/greenda01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
34;Darius Bazley;C;22;OKC;36;1;15.4;2;4.4;.449;0.5;1.3;.400;1.5;3.1;.469;.506;1;1.8;.554;0.8;2.6;3.4;0.9;0.5;0.8;0.6;1;5.4;da;bazle;https://www.basketball-reference.com/req/202106291/images/headshots/bazleda01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/OKC-2023.png;;
245;James Johnson;PF;35;IND;18;1;9;1.2;2.7;.449;0.2;0.8;.200;1.1;1.9;.559;.480;0.2;0.4;.500;0.2;1.4;1.7;0.8;0.4;0.3;0.4;1.8;2.8;ja;johns;https://www.basketball-reference.com/req/202106291/images/headshots/johnsja01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/IND-2023.png;;
354;Mike Muscala;C;31;TOT;63;9;15;2.1;4.6;.449;1.3;3.3;.391;0.8;1.3;.588;.587;0.6;0.8;.769;0.6;2.6;3.2;0.8;0.2;0.4;0.4;1.6;6.1;mi;musca;https://www.basketball-reference.com/req/202106291/images/headshots/muscami01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
403;Immanuel Quickley;SG;23;NYK;81;21;28.9;5.2;11.6;.448;2.1;5.6;.370;3.1;6;.521;.537;2.5;3.1;.819;0.7;3.4;4.2;3.4;1;0.2;1.2;2;14.9;im;quick;https://www.basketball-reference.com/req/202106291/images/headshots/quickim01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/NYK-2023.png;;
364;Jaylen Nowell;SG;23;MIN;65;2;19.3;4.3;9.6;.448;1;3.6;.289;3.3;6;.542;.502;1.2;1.5;.778;0.6;2.1;2.6;2;0.6;0.1;1;1.6;10.8;ja;nowel;https://www.basketball-reference.com/req/202106291/images/headshots/nowelja01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIN-2023.png;;
168;Jordan Goodwin;PG;24;WAS;62;7;17.8;2.5;5.7;.448;0.6;1.9;.322;1.9;3.8;.511;.501;0.9;1.1;.768;0.9;2.4;3.3;2.7;0.9;0.4;0.9;1.5;6.6;jo;goodw;https://www.basketball-reference.com/req/202106291/images/headshots/goodwjo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/WAS-2023.png;;
477;Juan Toscano-Anderson;SF;29;TOT;52;9;13.5;1.2;2.8;.448;0.2;0.8;.186;1.1;1.9;.560;.476;0.4;0.5;.792;0.5;1.8;2.4;1.3;0.3;0.2;0.7;1.5;3;ju;tosca;https://www.basketball-reference.com/req/202106291/images/headshots/toscaju01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
278;Kyle Kuzma;PF;27;WAS;64;64;35;8;17.8;.448;2.5;7.5;.333;5.5;10.3;.533;.518;2.7;3.7;.730;0.9;6.4;7.2;3.7;0.6;0.5;3;2.3;21.2;ky;kuzma;https://www.basketball-reference.com/req/202106291/images/headshots/kuzmaky01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/WAS-2023.png;;
458;Lamar Stevens;SF;25;CLE;62;25;18.1;2.1;4.6;.448;0.5;1.5;.316;1.6;3.1;.513;.500;0.6;0.9;.702;0.8;2.6;3.3;0.5;0.4;0.3;0.4;1.3;5.3;la;steve;https://www.basketball-reference.com/req/202106291/images/headshots/stevela01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CLE-2023.png;;
496;Lonnie Walker IV;SG;24;LAL;56;32;23.2;4.2;9.4;.448;1.6;4.4;.365;2.6;5;.522;.534;1.6;1.9;.858;0.3;1.7;1.9;1.1;0.5;0.3;0.8;1.3;11.7;lo;walke;https://www.basketball-reference.com/req/202106291/images/headshots/walkelo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/LAL-2023.png;;
342;Malik Monk;SG;24;SAC;77;0;22.3;4.6;10.3;.448;1.9;5.2;.359;2.8;5.2;.538;.538;2.4;2.7;.889;0.4;2.2;2.6;3.9;0.6;0.3;1.9;1.6;13.5;ma;monk;https://www.basketball-reference.com/req/202106291/images/headshots/monkma01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/SAC-2023.png;;
139;Tari Eason;PF;21;HOU;82;5;21.5;3.6;8;.448;0.7;2.1;.343;2.9;6;.486;.493;1.3;1.8;.752;2.4;3.7;6;1.1;1.2;0.6;1.2;2.3;9.3;ta;eason;https://www.basketball-reference.com/req/202106291/images/headshots/easonta01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/HOU-2023.png;;
447;Anfernee Simons;SG;23;POR;62;62;35;7.5;16.9;.447;3.4;9.1;.377;4.1;7.8;.528;.548;2.6;2.9;.894;0.3;2.3;2.6;4.1;0.7;0.2;2.1;2.3;21.1;an;simon;https://www.basketball-reference.com/req/202106291/images/headshots/simonan01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/POR-2023.png;;
45;Bogdan Bogdanović;SG;30;ATL;54;9;27.9;5.1;11.3;.447;2.7;6.7;.406;2.4;4.6;.506;.566;1.2;1.4;.831;0.4;2.6;3.1;2.8;0.8;0.3;1.2;1.6;14;bo;bogda;https://www.basketball-reference.com/req/202106291/images/headshots/bogdabo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/ATL-2023.png;;
211;George Hill;PG;36;MIL;35;0;19.1;1.7;3.8;.447;0.7;2.1;.311;1;1.7;.621;.534;1;1.3;.739;0.4;1.5;1.9;2.5;0.5;0.1;0.8;1.2;5;ge;hill;https://www.basketball-reference.com/req/202106291/images/headshots/hillge01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIL-2023.png;;
323;Jalen McDaniels;SF;25;CHO;56;21;26.7;3.9;8.8;.447;1.2;3.6;.322;2.8;5.2;.534;.513;1.6;1.9;.846;0.8;4;4.8;2;1.2;0.5;1.4;2.8;10.6;ja;mcdan;https://www.basketball-reference.com/req/202106291/images/headshots/mcdanja01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHO-2023.png;;
366;Kendrick Nunn;SG;27;WAS;31;0;14.1;2.9;6.4;.447;1.2;3.1;.392;1.6;3.3;.500;.543;0.6;0.6;.900;0.3;1.4;1.7;1.8;0.5;0.1;1.1;1;7.5;ke;nunn;https://www.basketball-reference.com/req/202106291/images/headshots/nunnke01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/WAS-2023.png;;
407;Cam Reddish;SF;23;TOT;40;20;24.8;3.5;7.8;.446;1.1;3.6;.313;2.4;4.2;.560;.518;1.6;1.9;.853;0.5;1.8;2.2;1.4;1;0.4;1.2;1.8;9.7;ca;reddi;https://www.basketball-reference.com/req/202106291/images/headshots/reddica01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
170;Eric Gordon;SG;34;TOT;69;58;28.5;4.2;9.5;.446;1.9;5.2;.371;2.3;4.3;.535;.547;2.1;2.5;.821;0.2;1.7;1.9;2.7;0.6;0.4;1.5;1.1;12.4;er;gordo;https://www.basketball-reference.com/req/202106291/images/headshots/gordoer01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
476;Obi Toppin;PF;24;NYK;67;5;15.7;2.8;6.3;.446;1.3;3.7;.344;1.5;2.6;.593;.548;0.6;0.7;.809;0.4;2.4;2.8;1;0.3;0.2;0.6;1;7.4;ob;toppi;https://www.basketball-reference.com/req/202106291/images/headshots/toppiob01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/NYK-2023.png;;
102;Robert Covington;PF;32;LAC;48;0;16.2;2.1;4.8;.445;1.1;2.8;.397;1;1.9;.516;.563;0.6;0.8;.750;0.6;2.8;3.5;1.2;0.8;0.7;0.7;1.8;6;ro;covin;https://www.basketball-reference.com/req/202106291/images/headshots/covinro01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/LAC-2023.png;;
355;Svi Mykhailiuk;SF;25;TOT;32;8;14.6;2.4;5.4;.445;1.3;3.1;.424;1.1;2.3;.473;.566;0.8;1.2;.667;0.5;1.2;1.7;1.7;0.5;0.1;0.8;0.7;6.9;sv;mykha;https://www.basketball-reference.com/req/202106291/images/headshots/mykhasv01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
468;Dalen Terry;SG;20;CHI;38;0;5.6;0.8;1.9;.444;0.2;0.7;.259;0.7;1.2;.556;.493;0.4;0.6;.667;0.3;0.7;1;0.6;0.3;0.1;0.2;0.6;2.2;da;terry;https://www.basketball-reference.com/req/202106291/images/headshots/terryda01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHI-2023.png;;
418;Jeremiah Robinson-Earl;PF;22;OKC;43;20;18.9;2.6;5.8;.444;0.9;2.6;.333;1.7;3.2;.533;.518;0.8;1;.833;1.7;2.5;4.2;1;0.6;0.3;0.4;1.7;6.8;je;robin;https://www.basketball-reference.com/req/202106291/images/headshots/robinje01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/OKC-2023.png;;
93;Jordan Clarkson;SG;30;UTA;61;61;32.6;7.5;16.9;.444;2.5;7.5;.338;5;9.4;.530;.519;3.3;4;.816;1.2;2.9;4;4.4;0.5;0.2;3;2;20.8;jo;clark;https://www.basketball-reference.com/req/202106291/images/headshots/clarkjo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/UTA-2023.png;;
271;Kevin Knox;PF;23;POR;21;4;17.1;3.2;7.3;.444;1;3.3;.314;2.2;4;.554;.516;1;1.3;.741;0.7;2.6;3.3;0.9;0.5;0;0.9;1;8.5;ke;knox;https://www.basketball-reference.com/req/202106291/images/headshots/knoxke01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/POR-2023.png;;
6;Nickeil Alexander-Walker;SG;24;TOT;59;3;15;2.2;5;.444;1;2.7;.384;1.2;2.3;.515;.547;0.7;1;.667;0.3;1.5;1.7;1.8;0.5;0.4;0.9;1.5;6.2;ni;alexa;https://www.basketball-reference.com/req/202106291/images/headshots/alexani01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
500;P.J. Washington;PF;24;CHO;73;73;32.6;5.9;13.4;.444;2;5.9;.348;3.9;7.5;.518;.520;1.7;2.4;.730;1;3.9;4.9;2.4;0.9;1.1;1.5;2.6;15.7;p.;washi;https://www.basketball-reference.com/req/202106291/images/headshots/waship.01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHO-2023.png;;
407;Cam Reddish;SF;23;POR;20;12;27.6;3.9;8.8;.443;1.4;4.4;.318;2.5;4.4;.568;.523;1.8;2.1;.833;0.6;2.3;2.9;1.9;1.2;0.3;1.6;2;11;ca;reddi;https://www.basketball-reference.com/req/202106291/images/headshots/reddica01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/POR-2023.png;;
508;Coby White;SG;22;CHI;74;2;23.4;3.6;8;.443;1.7;4.6;.372;1.8;3.4;.540;.551;0.8;0.9;.871;0.2;2.6;2.9;2.8;0.7;0.1;1;1.6;9.7;co;white;https://www.basketball-reference.com/req/202106291/images/headshots/whiteco01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHI-2023.png;;
377;Eugene Omoruyi;SF;25;TOT;40;6;16.1;2.5;5.7;.443;0.6;2.2;.281;1.9;3.5;.547;.498;1.3;1.9;.680;1.1;1.7;2.8;0.7;0.7;0.1;0.9;2.3;7;eu;omoru;https://www.basketball-reference.com/req/202106291/images/headshots/omorueu01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
285;Damion Lee;SG;30;PHO;74;5;20.4;2.7;6.1;.442;1.5;3.3;.445;1.2;2.8;.439;.564;1.3;1.4;.904;0.5;2.5;3;1.3;0.4;0.1;1.1;1.6;8.2;da;lee;https://www.basketball-reference.com/req/202106291/images/headshots/leeda01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/PHO-2023.png;;
360;Georges Niang;PF;29;PHI;78;1;19.4;2.8;6.4;.442;2;4.9;.401;0.9;1.5;.576;.596;0.5;0.6;.867;0.2;2.1;2.4;1;0.4;0.2;0.7;1.9;8.2;ge;niang;https://www.basketball-reference.com/req/202106291/images/headshots/niangge01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/PHI-2023.png;;
459;Isaiah Stewart;C;21;DET;50;47;28.3;3.9;8.8;.442;1.3;4.1;.327;2.6;4.7;.542;.518;2.2;3;.738;2.3;5.8;8.1;1.4;0.4;0.7;1.4;2.7;11.3;is;stewa;https://www.basketball-reference.com/req/202106291/images/headshots/stewais01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DET-2023.png;;
389;Kevin Porter Jr.;PG;22;HOU;59;59;34.3;6.6;15;.442;2.4;6.5;.366;4.2;8.5;.501;.522;3.5;4.5;.784;1.3;4;5.3;5.7;1.4;0.3;3.2;2.6;19.2;ke;porte;https://www.basketball-reference.com/req/202106291/images/headshots/porteke01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/HOU-2023.png;;
293;Nassir Little;SF;22;POR;54;4;18.1;2.5;5.6;.442;1.1;2.9;.367;1.4;2.7;.524;.538;0.6;0.9;.717;0.5;2.1;2.6;0.9;0.4;0.4;0.7;1.2;6.6;na;littl;https://www.basketball-reference.com/req/202106291/images/headshots/littlna01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/POR-2023.png;;
357;Andrew Nembhard;SG;23;IND;75;63;27.6;3.8;8.6;.441;1.2;3.5;.350;2.6;5.1;.504;.512;0.7;0.8;.790;0.5;2.2;2.7;4.5;0.9;0.2;1.7;2.4;9.5;an;nembh;https://www.basketball-reference.com/req/202106291/images/headshots/nembhan01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/IND-2023.png;;
470;Cam Thomas;SG;21;BRK;57;4;16.6;3.5;8;.441;0.9;2.3;.383;2.6;5.7;.464;.497;2.6;3.1;.868;0.1;1.5;1.7;1.4;0.4;0.1;1.1;1;10.6;ca;thoma;https://www.basketball-reference.com/req/202106291/images/headshots/thomaca01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/BRK-2023.png;;
241;Isaiah Joe;SG;23;OKC;73;10;19.1;3.1;7;.441;2.2;5.4;.409;0.9;1.6;.553;.599;1.1;1.4;.820;0.4;2;2.4;1.2;0.7;0.1;0.5;1.4;9.5;is;joe;https://www.basketball-reference.com/req/202106291/images/headshots/joeis01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/OKC-2023.png;;
190;James Harden;PG;33;PHI;58;58;36.8;6.4;14.5;.441;2.8;7.2;.385;3.6;7.3;.495;.536;5.4;6.2;.867;0.7;5.4;6.1;10.7;1.2;0.5;3.4;1.9;21;ja;harde;https://www.basketball-reference.com/req/202106291/images/headshots/hardeja01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/PHI-2023.png;;
355;Svi Mykhailiuk;SF;25;CHO;19;8;22.5;3.7;8.5;.441;1.9;4.7;.404;1.8;3.8;.486;.553;1.2;1.8;.676;0.8;1.6;2.4;2.7;0.7;0.2;1.2;1.2;10.6;sv;mykha;https://www.basketball-reference.com/req/202106291/images/headshots/mykhasv01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHO-2023.png;;
380;Chris Paul;PG;37;PHO;59;59;32;5;11.3;.440;1.7;4.4;.375;3.3;6.9;.482;.513;2.3;2.7;.831;0.5;3.8;4.3;8.9;1.5;0.4;1.9;2.1;13.9;ch;paul;https://www.basketball-reference.com/req/202106291/images/headshots/paulch01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/PHO-2023.png;;
7;Grayson Allen;SG;27;MIL;72;70;27.4;3.4;7.7;.440;2;5.1;.399;1.4;2.7;.518;.571;1.6;1.8;.905;0.8;2.4;3.3;2.3;0.9;0.2;1;1.6;10.4;gr;allen;https://www.basketball-reference.com/req/202106291/images/headshots/allengr01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIL-2023.png;;
55;Malaki Branham;SG;19;SAS;66;32;23.5;4.1;9.3;.440;1.2;3.9;.302;2.9;5.4;.539;.503;0.9;1.1;.829;0.4;2.3;2.7;1.9;0.5;0.1;1.2;1.7;10.2;ma;branh;https://www.basketball-reference.com/req/202106291/images/headshots/branhma01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/SAS-2023.png;;
486;Devin Vassell;SG;22;SAS;38;32;31;6.9;15.7;.439;2.7;7;.387;4.2;8.7;.480;.525;2.1;2.6;.780;0.2;3.7;3.9;3.6;1.1;0.4;1.5;1.5;18.5;de;vasse;https://www.basketball-reference.com/req/202106291/images/headshots/vassede01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/SAS-2023.png;;
170;Eric Gordon;SG;34;HOU;47;47;30.2;4.5;10.2;.439;1.8;5.2;.347;2.7;5;.536;.528;2.3;2.9;.815;0.3;1.8;2.1;2.9;0.6;0.4;1.8;1;13.1;er;gordo;https://www.basketball-reference.com/req/202106291/images/headshots/gordoer01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/HOU-2023.png;;
397;Jason Preston;PG;23;LAC;14;0;8.9;1.3;2.9;.439;0.4;1.3;.278;0.9;1.6;.565;.500;0;0.1;.000;0.1;1.4;1.6;1.9;0.1;0;0.7;0.5;2.9;ja;prest;https://www.basketball-reference.com/req/202106291/images/headshots/prestja01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/LAC-2023.png;;
130;Jeff Dowtin;PG;25;TOR;25;0;10.4;1;2.3;.439;0.2;0.6;.313;0.8;1.6;.488;.482;0.2;0.4;.667;0.2;0.7;0.9;1.2;0.4;0.1;0.2;0.5;2.4;je;dowti;https://www.basketball-reference.com/req/202106291/images/headshots/dowtije01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOR-2023.png;;
196;Kevon Harris;SG;25;ORL;34;0;13.4;1.4;3.1;.439;0.5;1.3;.372;0.9;1.9;.484;.514;0.9;1.2;.756;0.8;1.2;2.1;0.5;0.5;0.1;0.6;1.6;4.1;ke;harri;https://www.basketball-reference.com/req/202106291/images/headshots/harrike01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/ORL-2023.png;;
188;R.J. Hampton;SG;21;ORL;26;0;13.9;1.9;4.4;.439;0.7;2;.340;1.2;2.3;.525;.518;1.2;1.4;.838;0.3;1.2;1.5;1.3;0.6;0.2;0.8;0.8;5.7;r.;hampt;https://www.basketball-reference.com/req/202106291/images/headshots/hamptr.01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/ORL-2023.png;;
208;Tyler Herro;SG;23;MIA;67;67;34.9;7.3;16.6;.439;3;8;.378;4.2;8.5;.497;.531;2.5;2.7;.934;0.4;5;5.4;4.2;0.8;0.2;2.4;1.5;20.1;ty;herro;https://www.basketball-reference.com/req/202106291/images/headshots/herroty01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIA-2023.png;;
191;Jaden Hardy;SG;20;DAL;48;5;14.8;3;6.9;.438;1.3;3.3;.404;1.7;3.7;.469;.533;1.4;1.6;.823;0.2;1.6;1.9;1.4;0.4;0.1;1;1.3;8.8;ja;hardy;https://www.basketball-reference.com/req/202106291/images/headshots/hardyja01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DAL-2023.png;;
142;Keon Ellis;SG;23;SAC;16;0;4.4;0.4;1;.438;0.4;0.8;.500;0.1;0.3;.250;.625;0.3;0.4;.571;0.3;0.3;0.5;0.4;0.3;0.1;0.1;0.6;1.5;ke;ellis;https://www.basketball-reference.com/req/202106291/images/headshots/elliske01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/SAC-2023.png;;
473;Matisse Thybulle;SG;25;POR;22;22;27.7;2.7;6.2;.438;1.5;3.9;.388;1.2;2.4;.519;.558;0.5;0.7;.625;0.9;2.6;3.5;1.4;1.7;0.8;0.7;2.2;7.4;ma;thybu;https://www.basketball-reference.com/req/202106291/images/headshots/thybuma01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/POR-2023.png;;
354;Mike Muscala;C;31;OKC;43;5;14.5;2.1;4.7;.438;1.3;3.3;.394;0.8;1.4;.541;.576;0.7;0.9;.795;0.5;2.6;3.1;0.9;0.3;0.4;0.3;1.6;6.2;mi;musca;https://www.basketball-reference.com/req/202106291/images/headshots/muscami01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/OKC-2023.png;;
123;Spencer Dinwiddie;SG-PG;29;TOT;79;79;34.5;5.8;13.3;.438;2.3;6.2;.369;3.5;7.1;.498;.524;3.4;4.2;.812;0.4;3.1;3.4;6.5;0.8;0.3;1.8;2.4;17.3;sp;dinwi;https://www.basketball-reference.com/req/202106291/images/headshots/dinwisp01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
256;Tyus Jones;PG;26;MEM;80;22;24.3;3.9;8.9;.438;1.5;4.1;.371;2.4;4.8;.495;.523;1;1.3;.800;0.4;2.2;2.5;5.2;1;0.1;0.9;0.4;10.3;ty;jones;https://www.basketball-reference.com/req/202106291/images/headshots/jonesty01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MEM-2023.png;;
320;CJ McCollum;SG;31;NOP;75;75;35.3;7.8;17.9;.437;2.8;7.2;.389;5;10.7;.469;.515;2.4;3.2;.769;0.7;3.6;4.4;5.7;0.9;0.5;2.4;2;20.9;cj;mccol;https://www.basketball-reference.com/req/202106291/images/headshots/mccolcj01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/NOP-2023.png;;
16;Deni Avdija;SF;22;WAS;76;40;26.6;3.3;7.6;.437;0.9;3.1;.297;2.4;4.6;.530;.497;1.6;2.2;.739;1;5.4;6.4;2.8;0.9;0.4;1.6;2.8;9.2;de;avdij;https://www.basketball-reference.com/req/202106291/images/headshots/avdijde01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/WAS-2023.png;;
72;Alec Burks;SG;31;DET;51;8;22;3.9;9;.436;1.9;4.7;.414;2;4.3;.459;.544;3;3.7;.814;0.4;2.7;3.1;2.2;0.7;0.2;1.1;1.9;12.8;al;burks;https://www.basketball-reference.com/req/202106291/images/headshots/burksal01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DET-2023.png;;
519;Jaylin Williams;C;20;OKC;49;36;18.7;2.1;4.8;.436;0.9;2.3;.407;1.1;2.5;.463;.534;0.8;1.1;.704;0.9;4;4.9;1.6;0.6;0.2;0.8;2.3;5.9;ja;willi;https://www.basketball-reference.com/req/202106291/images/headshots/willija01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/OKC-2023.png;;
368;Jordan Nwora;SF;24;TOT;62;14;19.2;3.1;7.2;.436;1.4;3.4;.408;1.7;3.8;.462;.533;1.1;1.4;.791;0.8;2.9;3.7;1.4;0.4;0.2;1.1;1.2;8.7;jo;nwora;https://www.basketball-reference.com/req/202106291/images/headshots/nworajo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
